# ExxonMobil corporate turnaround plan (AMR Turnaround Schedule 2026 FP, Query1 sheet).
# Vendored from the operator's own plan to VERIFY the IIR Exxon outage records (per-unit, by site/date).
# bucket = focus unit class derived from platform/subunit (CDU/FCC/Hydrocracker/Reformer/Coker/Hydrotreater/Other).
site,unit,platform,subunit,bucket,year,start,end,event,region
Baytown Refinery,VPS 7 North,Distillation,VAC,CDU,2034,2034-09-01,2034-10-05,2034 PS7 TA,North America
Baytown Refinery,VPS 7 South,Distillation,VAC,CDU,2034,2034-09-01,2034-10-05,2034 PS7 TA,North America
Baytown Refinery,FXK,Coking,COK-OTH,Coker,2035,2035-09-01,2035-10-11,2035 FXK TA,North America
Baytown Refinery,GF-1B,Hydroprocessing,,Hydrotreater,2034,2034-09-01,2034-10-09,2034 Gofiner 1 B,North America
Sarnia Refinery,CCIS,Distillation,CDU,CDU,2029,2029-09-03,2029-10-13,2029 CCIS TA Block,North America
Sarnia Refinery,CCIS,Distillation,COB,Other,2029,2029-09-03,2029-10-13,2029 CCIS TA Block,North America
Sarnia Refinery,CCIS,Distillation,COK-OTH,Other,2029,2029-09-03,2029-10-18,2029 CCIS TA Block,North America
Sarnia Refinery,CCIS,Distillation,COK-SX,Other,2029,2029-09-03,2029-10-13,2029 CCIS TA Block,North America
Sarnia Refinery,MHIS,Hydroprocessing,HYDT,Hydrotreater,2029,2029-09-03,2029-09-27,2029 CCIS TA Block,North America
Sarnia Refinery,SWIS,Sour Water,,Other,2029,2029-09-03,2029-09-17,2029 CCIS TA Block,North America
Sarnia Refinery,ALISHYD,Hydroprocessing,HYDT,Hydrotreater,2031,2031-09-15,2031-10-05,2031 FCIS TA Block,North America
Sarnia Refinery,DHIS1,Hydroprocessing,DHYT,Hydrotreater,2031,2031-09-15,2031-10-13,2031 FCIS TA Block,North America
Sarnia Refinery,F-3300 - Incinerator,Gas Processing,,Other,2031,2031-09-15,2031-10-08,2031 FCIS TA Block,North America
Sarnia Refinery,FCIS,Cracking,FCC,FCC,2031,2031-09-15,2031-10-30,2031 FCIS TA Block,North America
Sarnia Refinery,AVIS,Distillation,VAC,CDU,2032,2032-04-01,2032-05-01,2032 HCIS/AVIS TA Block,North America
Sarnia Refinery,CVBD - Flare,Flare,Flare,Other,2032,2032-04-01,2032-05-01,2032 HCIS/AVIS TA Block,North America
Sarnia Refinery,HCIS,Hydrocracking,HYC,Hydrocracker,2032,2032-04-01,2032-05-01,2032 HCIS/AVIS TA Block,North America
Sarnia Refinery,HPIS,Reforming,Hydrogen Purification,Reformer,2032,2032-04-01,2032-05-01,2032 HCIS/AVIS TA Block,North America
Sarnia Refinery,HSIS,Reforming,Hydrogen Synthesis,Reformer,2032,2032-04-01,2032-05-01,2032 HCIS/AVIS TA Block,North America
Sarnia Refinery,MHIS,Hydroprocessing,HYDT,Hydrotreater,2032,2032-04-01,2032-04-25,2032 HCIS/AVIS TA Block,North America
Sarnia Refinery,CCIS,Distillation,CDU,CDU,2032,2032-09-15,2032-10-25,2032 CCIS TA Block,North America
Sarnia Refinery,CCIS,Distillation,COB,Other,2032,2032-09-15,2032-10-25,2032 CCIS TA Block,North America
Sarnia Refinery,CCIS,Distillation,COK-OTH,Other,2032,2032-09-15,2032-10-30,2032 CCIS TA Block,North America
Sarnia Refinery,CCIS,Distillation,COK-SX,Other,2032,2032-09-15,2032-10-25,2032 CCIS TA Block,North America
Sarnia Refinery,F-3300 - Incinerator,Gas Processing,,Other,2032,2032-09-15,2032-10-08,2032 CCIS TA Block,North America
Sarnia Refinery,MHIS,Hydroprocessing,HYDT,Hydrotreater,2032,2032-09-15,2032-10-09,2032 CCIS TA Block,North America
Sarnia Refinery,SRIS1,Gas Processing,SRU/TRU,Other,2032,2032-09-15,2032-10-30,2032 CCIS TA Block,North America
Sarnia Refinery,CCIS,Distillation,CDU,CDU,2035,2035-09-15,2035-10-25,2035 CCIS TA Block,North America
Sarnia Refinery,CCIS,Distillation,COB,Other,2035,2035-09-15,2035-10-25,2035 CCIS TA Block,North America
Sarnia Refinery,CCIS,Distillation,COK-OTH,Other,2035,2035-09-15,2035-10-30,2035 CCIS TA Block,North America
Sarnia Refinery,CCIS,Distillation,COK-SX,Other,2035,2035-09-15,2035-10-05,2035 CCIS TA Block,North America
Sarnia Refinery,F-3300 - Incinerator,Gas Processing,,Other,2035,2035-09-15,2035-10-08,2035 CCIS TA Block,North America
Sarnia Refinery,HUIS,Reforming,Hydrogen Upgrade,Reformer,2035,2035-09-15,2035-10-20,2035 CCIS TA Block,North America
Sarnia Refinery,MHIS,Hydroprocessing,HYDT,Hydrotreater,2035,2035-09-15,2035-10-09,2035 CCIS TA Block,North America
Sarnia Refinery,SRIS2,Gas Processing,SRU/TRU,Other,2035,2035-09-15,2035-10-25,2035 CCIS TA Block,North America
Sarnia Refinery,TGIS,Gas Processing,SRU/TRU,Other,2035,2035-09-15,2035-10-05,2035 CCIS TA Block,North America
Sarnia Chemical Plant,GCIS,Pyrolysis,Amine Caustic,Other,2035,2035-09-15,2035-11-04,2035 GCIS TA Block,North America
Sarnia Chemical Plant,GCIS,Pyrolysis,Coldbox and H2 Separation,Other,2035,2035-09-15,2035-11-04,2035 GCIS TA Block,North America
Sarnia Chemical Plant,GCIS,Pyrolysis,Dryers DD,Other,2035,2035-09-15,2035-11-04,2035 GCIS TA Block,North America
Sarnia Chemical Plant,GCIS,Pyrolysis,Dryers LA,Other,2035,2035-09-15,2035-11-04,2035 GCIS TA Block,North America
Sarnia Chemical Plant,GCIS,Pyrolysis,Light Ends DD,Other,2035,2035-09-15,2035-11-04,2035 GCIS TA Block,North America
Sarnia Chemical Plant,GCIS,Pyrolysis,Light Ends LB,Other,2035,2035-09-15,2035-11-04,2035 GCIS TA Block,North America
Sarnia Chemical Plant,GCIS,Pyrolysis,Process Gas Compressor CB,Other,2035,2035-09-15,2035-11-04,2035 GCIS TA Block,North America
Sarnia Chemical Plant,GCIS,Pyrolysis,Process Gas Compressor CF,Other,2035,2035-09-15,2035-11-04,2035 GCIS TA Block,North America
Sarnia Refinery,AVIS,Distillation,CDU,CDU,2036,2036-04-15,2036-05-15,2036 AVIS-HCIS-MHIS-ARIS TA,North America
Sarnia Refinery,AVIS,Distillation,VAC,CDU,2036,2036-04-15,2036-05-15,2036 AVIS-HCIS-MHIS-ARIS TA,North America
Sarnia Refinery,HCIS,Hydrocracking,HYC,Hydrocracker,2036,2036-04-15,2036-05-31,2036 AVIS-HCIS-MHIS-ARIS TA,North America
Sarnia Refinery,HPIS,Miscellaneous,OTHER,Other,2036,2036-04-15,2036-05-15,2036 AVIS-HCIS-MHIS-ARIS TA,North America
Sarnia Refinery,HSIS,Miscellaneous,OTHER,Other,2036,2036-04-15,2036-05-31,2036 AVIS-HCIS-MHIS-ARIS TA,North America
Sarnia Refinery,MHIS,Hydroprocessing,HYDT,Hydrotreater,2036,2036-04-15,2036-05-09,2036 AVIS-HCIS-MHIS-ARIS TA,North America
Sarnia Refinery,MHIST101,Distillation,FRACTIONATOR,Other,2036,2036-04-15,2036-04-30,2036 AVIS-HCIS-MHIS-ARIS TA,North America
Sarnia Refinery,Sarnia Benzene,,Benzene,Other,2036,2036-04-15,2036-05-14,2036 AVIS-HCIS-MHIS-ARIS TA,North America
Sarnia Refinery,PFIS1,Reforming,Powerformer 1,Reformer,2027,2027-01-11,2027-03-08,2027 PFIS#1 TA,North America
Sarnia Refinery,DHIS3,Hydroprocessing,DHYT,Hydrotreater,2027,2027-04-01,2027-05-01,2027 DHIS#3 Major,North America
Sarnia Refinery,PFIS2,Reforming,Powerformer 2,Reformer,2029,2029-01-01,2029-02-15,2029 PFIS#2 Major,North America
Sarnia Refinery,MHIS,Hydroprocessing,HYDT,Hydrotreater,2031,2031-05-01,2031-05-25,2031 MHIS A-Train Major,North America
Sarnia Refinery,COGEN,Utilities,COGEN,Other,2031,2031-04-01,2031-05-01,2031 Cogen TA,North America
Sarnia Refinery,PFIS2,Reforming,Powerformer 2,Reformer,2034,2034-01-01,2034-03-02,2034 PFIS#2 TA,North America
Sarnia Refinery,DHIS3,Hydroprocessing,DHYT,Hydrotreater,2035,2035-04-01,2035-05-01,2035 DHIS#3 Major,North America
Baytown Refinery,ALKY,Alkylation,Alkylation,Other,2035,2035-01-29,2035-03-10,2035 Fuels South Event,North America
Baytown Refinery,CLEU1,Distillation,Catalytic Light Ends 1,Other,2035,2035-01-29,2035-03-10,2035 Fuels South Event,North America
Baytown Refinery,CLEU2,Distillation,Catalytic Light Ends 2,Other,2035,2035-01-29,2035-03-10,2035 Fuels South Event,North America
Baytown Refinery,FCCU 2,Cracking,FCC,FCC,2035,2035-01-29,2035-03-10,2035 Fuels South Event,North America
Baytown Refinery,HCU 1,Hydrocracking,HYC,Hydrocracker,2035,2035-06-04,2035-07-04,2035 HCU TA,North America
Baytown Refinery,LXU 2,Lubes,LUBES,Other,2035,2035-06-04,2035-07-09,2035 Fuels North - Extraction,North America
Baytown Refinery,MSDW,Lubes,LUBES,Other,2035,2035-06-04,2035-07-09,2035 Fuels North - Extraction,North America
Baytown Refinery,RHC,Lubes,LUBES,Other,2035,2035-06-04,2035-07-09,2035 Fuels North - Extraction,North America
Baytown Refinery,VPS 8,Distillation,VAC,CDU,2035,2035-06-04,2035-07-04,2035 Fuels North - Extraction,North America
Baytown Chemical Plant,FHB,Butyl,Butyl Finishing,Other,2035,2035-09-01,2035-10-11,2035 Butyl TA,North America
Baytown Chemical Plant,RHB,Butyl,Butyl Polymerization,Other,2035,2035-09-01,2035-10-11,2035 Butyl TA,North America
Baytown Chemical Plant,MPU,Solution Metallocene,Metallocene,Other,2035,2035-06-15,2035-07-25,2035 ALPS LAU & SPU TA,North America
Baton Rouge Chemical Plant,IPA,Fluids,Isopropyl Alcohol Unit,Other,2033,2033-10-01,2033-10-31,IPA Turnaround,North America
Baton Rouge Chemical Plant,RLA-1,Butyl,RLA-1,Other,2030,2030-03-01,2030-03-31,Butyl ST Combustion Inspection,North America
Baton Rouge Chemical Plant,RLA-1,Butyl,RLA-1,Other,2032,2032-09-01,2032-10-11,Butyl ST Hot Gas Path Inspection,North America
Baton Rouge Chemical Plant,AROM,Aromatics,Aromatics Extraction,Other,2036,2036-02-01,2036-03-02,Aromatics/LOLA Turnaround,North America
Baton Rouge Chemical Plant,OLA-2X,Olefin Recovery,Light Olefins 2X Process Gas Compressor,Other,2026,2026-10-05,2026-10-19,OLA-2X Hot Gas Path,North America
Baton Rouge Chemical Plant,OLA-2X,Olefin Recovery,Light Olefins 2X Process Gas Compressor,Other,2036,2036-10-05,2036-10-19,OLA-2X Hot Gas Path,North America
Baton Rouge Chemical Plant,INFRA,Utilities,Infrastructure,Other,2032,2032-08-11,2032-09-10,BRTG Hot Gas Path,North America
Baton Rouge Chemical Plant,INFRA,Utilities,Infrastructure,Other,2035,2035-08-11,2035-09-18,BRTG Major,North America
Baytown Chemical Plant,BAPP_L8,Slurry,Line 8 Polymerization,Other,2034,2034-06-05,2034-07-01,2034 BAPP L8 Outage,North America
Baytown Chemical Plant,AXU,Aromatics,Aromatics Extraction,Other,2034,2034-01-30,2034-03-15,2034 Aromatics TA,North America
Baytown Chemical Plant,NRU,Aromatics,Naphtha Rerun,Other,2034,2034-01-30,2034-03-15,2034 Aromatics TA,North America
Baytown Chemical Plant,PAU,Aromatics,Paraxylene Adsorption Heavy,Other,2034,2034-01-30,2034-03-15,2034 Aromatics TA,North America
Baytown Chemical Plant,PFU,Aromatics,Paraxlene Feed,Other,2034,2034-01-30,2034-03-15,2034 Aromatics TA,North America
Baytown Olefins Plant,XCE,Olefin Recovery,Cold Ends Recovery XCE,Other,2035,2035-01-29,2035-03-15,2035 BOP-X TA,North America
Baytown Olefins Plant,XHE,Pyrolysis,Feed Preheat XHE,Other,2035,2035-01-29,2035-03-15,2035 BOP-X TA,North America
Baytown Olefins Plant,XUT,Utilities,Utilities X,Other,2035,2035-01-29,2035-03-15,2035 BOP-X TA,North America
Baytown Olefins Plant,CE,Olefin Recovery,Cold Ends Recovery CE,Other,2033,2033-01-24,2033-02-18,2033 BOP Maintrain,North America
Baytown Olefins Plant,HE,Pyrolysis,Quench/Sour/Dilution HE,Other,2033,2033-01-24,2033-03-10,2033 BOP Maintrain,North America
Baytown Chemical Plant,BAPP_L4,Slurry,Line 4 Polymerization,Other,2031,2031-06-02,2031-06-28,2031 BAPP LN4 Outage,North America
Baytown Chemical Plant,BAPP_L6,Slurry,Line 6 Polymerization,Other,2031,2031-09-01,2031-09-27,2031 BAPP LN6 Outage,North America
Baytown Chemical Plant,PAU,Aromatics,Paraxylene Adsorption Heavy,Other,2030,2030-05-01,2030-06-10,"2030 Aromatics Mid Cycle TDU, PAU, PFU Squat",North America
Baytown Chemical Plant,PFU,Aromatics,Paraxlene Feed,Other,2030,2030-05-01,2030-06-10,"2030 Aromatics Mid Cycle TDU, PAU, PFU Squat",North America
Baytown Chemical Plant,TDU,Aromatics,Toluene Dealkylation,Other,2030,2030-05-01,2030-06-10,"2030 Aromatics Mid Cycle TDU, PAU, PFU Squat",North America
Baytown Chemical Plant,BAPP_L8,Slurry,Line 8 Polymerization,Other,2026,2026-05-04,2026-05-30,2026 BAPP LN8 Outage,North America
Baytown Chemical Plant,BAPP_L4,Slurry,Line 4 Polymerization,Other,2027,2027-05-05,2027-05-31,2027 BAPP LN4 Outage,North America
Baytown Chemical Plant,RHB,Butyl,Butyl Polymerization,Other,2029,2029-10-01,2029-11-10,2029Butyl Machinery Outage,North America
Baytown Chemical Plant,DHU,Hydroprocessing,Diene Hydrogenation,Hydrotreater,2027,2027-02-22,2027-03-29,2027 PCU/DHU Outage,North America
Baytown Chemical Plant,PCU,Olefin Recovery,Propylene Concentration,Other,2027,2027-02-22,2027-03-29,2027 PCU/DHU Outage,North America
Baytown Chemical Plant,DHU,Hydroprocessing,Diene Hydrogenation,Hydrotreater,2029,2029-01-29,2029-03-05,2029 PCU / DHU Outage,North America
Baytown Chemical Plant,PCU,Olefin Recovery,Propylene Concentration,Other,2029,2029-01-29,2029-03-05,2029 PCU / DHU Outage,North America
Baytown Chemical Plant,DHU,Hydroprocessing,Diene Hydrogenation,Hydrotreater,2033,2033-01-31,2033-03-07,2033 PCU/DHU Outage,North America
Baytown Chemical Plant,PCU,Olefin Recovery,Propylene Concentration,Other,2033,2033-01-31,2033-03-07,2033 PCU/DHU Outage,North America
Baytown Olefins Plant,BD-IBN,Olefin Recovery,Butadiene,Other,2028,2028-04-15,2028-05-20,2028 BOP BD,North America
Baytown Olefins Plant,CE,Olefin Recovery,Propylene Recovery,Other,2029,2029-01-29,2029-02-28,2029 BOP RGR & PRU Outage,North America
Baytown Olefins Plant,CE,Olefin Recovery,Refinery Gas Recovery,Other,2029,2029-01-29,2029-02-23,2029 BOP RGR & PRU Outage,North America
Baytown Olefins Plant,UT,Utilities,Utilities,Other,2026,2026-04-26,2026-05-24,2026 BOP SGT-05 HGPI,North America
Baytown Olefins Plant,UT,Utilities,Utilities,Other,2026,2026-10-01,2026-11-30,2026 BOP SGT-03 Major,North America
Baytown Olefins Plant,UT,Utilities,Utilities,Other,2027,2027-09-20,2027-11-19,2027 BOP SGT-02 Major,North America
Baytown Olefins Plant,UT,Utilities,Utilities,Other,2028,2028-04-24,2028-05-15,2028 BOP SGT-04 Minor,North America
Baytown Olefins Plant,UT,Utilities,Utilities,Other,2029,2029-10-04,2029-11-22,2029 BOP SGT-03 HGPI,North America
Baytown Olefins Plant,UT,Utilities,Utilities,Other,2030,2030-02-14,2030-04-15,2030 BOP SGT-04 Major,North America
Baytown Olefins Plant,UT,Utilities,Utilities,Other,2030,2030-10-01,2030-11-30,2030 BOP SGT-05 Major,North America
Baytown Refinery,GTG44/WHB74,Utilities,COGEN,Other,2026,2026-02-15,2026-03-17,2026 GTG 44 HGPI,North America
Baytown Refinery,GTG42/WHB72,Utilities,COGEN,Other,2026,2026-11-01,2026-12-05,2026 GTG 42 Major,North America
Baytown Refinery,GTG41/WHB71,Utilities,COGEN,Other,2027,2027-01-24,2027-02-27,2027 GTG 41 HGPI,North America
Baytown Refinery,GTG43/WHB73,Utilities,COGEN,Other,2027,2027-10-18,2027-11-17,2027 GTG 43 HGPI,North America
Baytown Refinery,GTG38/WHB68,Utilities,COGEN,Other,2028,2028-01-04,2028-03-04,2028 GTG 38 Major,North America
Baytown Refinery,GTG45/WHB75,Utilities,COGEN,Other,2027,2027-03-14,2027-05-13,2027 GTG 45 Major,North America
Baytown Refinery,GTG45/WHB75,Utilities,COGEN,Other,2030,2030-01-15,2030-02-14,2030 GTG 45 Major,North America
Baytown Refinery,GTG41/WHB71,Utilities,COGEN,Other,2032,2032-01-15,2032-02-18,2032 GTG 41 Major,North America
Baytown Refinery,GTG44/WHB74,Utilities,COGEN,Other,2032,2032-03-01,2032-04-04,2032 GTG 44 Major,North America
Joliet Refinery,WET GAS SCRUBBER,Miscellaneous,OTHER,Other,2035,2035-08-31,2035-09-21,3Q35 Joliet Slowdown,North America
Baytown Refinery,HU 10,Hydroprocessing,DHYT,Hydrotreater,2028,2028-06-01,2028-07-04,2028 HU 10 Outage for Polyshift Project + R-901B Cat Change,North America
Baytown Refinery,HU 10,Hydroprocessing,DHYT,Hydrotreater,2030,2030-05-01,2030-06-03,2030 HU-10 R901B C/O,North America
Baytown Refinery,HU 10,Hydroprocessing,DHYT,Hydrotreater,2035,2035-05-15,2035-06-17,2035 HU-10 R901A C/O,North America
Baytown Refinery,LHU 1,Hydroprocessing,DHYT,Hydrotreater,2035,2035-05-01,2035-05-21,2035 LHU1 Cat C/O,North America
Baytown Refinery,GF-1A,Hydroprocessing,,Hydrotreater,2035,2035-01-29,2035-03-08,2035 GF-1A,North America
Joliet Refinery,CHD,Hydroprocessing,DHYT,Hydrotreater,2035,2035-03-05,2035-03-19,2Q35 Jolliet Shutdown,North America
Joliet Refinery,COKER,Coking,DC,Coker,2035,2035-03-05,2035-03-30,2Q35 Jolliet Shutdown,North America
Joliet Refinery,CRD,Distillation,Atmospheric Distillation,CDU,2035,2035-03-05,2035-03-25,2Q35 Jolliet Shutdown,North America
Joliet Refinery,CRD,Distillation,Vacuum Distillation,CDU,2035,2035-03-05,2035-03-25,2Q35 Jolliet Shutdown,North America
Joliet Refinery,FCC,Cracking,Fluid Catalytic Cracking,FCC,2035,2035-03-05,2035-03-19,2Q35 Jolliet Shutdown,North America
Joliet Refinery,FT Cogen,Utilities,COGEN,Other,2035,2035-03-05,2035-03-11,2Q35 Jolliet Shutdown,North America
Joliet Refinery,HDF,Hydroprocessing,HYDT,Hydrotreater,2035,2035-03-05,2035-03-17,2Q35 Jolliet Shutdown,North America
Baton Rouge Complex,HCNHF,Hydroprocessing,HYDT,Hydrotreater,2026,2026-10-01,2026-10-17,HCN C-201,North America
Baton Rouge Complex,ALKY,Alkylation,Alkylation West,Other,2029,2029-01-19,2029-03-13,Alky West,North America
Baton Rouge Refinery,HCLA,Reforming,Hydrocracker,Reformer,2030,2030-02-04,2030-02-24,30Q1 HCLA s/d (GOLD Project Work),North America
Baton Rouge Refinery,PCLA-2,Cracking,FCC,FCC,2030,2030-09-01,2030-10-13,PCLA-2 s/d,North America
Baton Rouge Refinery,PHLA,Distillation,Feed Preparation,Other,2031,2031-01-15,2031-02-24,T-31 s/d,North America
Baton Rouge Refinery,LOFU,Light Oils,,Other,2031,2031-01-16,2031-01-30,LOFU #16,North America
Baton Rouge Refinery,HHLA-E,Hydroprocessing,HYDT,Hydrotreater,2033,2033-01-11,2033-02-03,33Q1 HHLA-E s/d,North America
Baton Rouge Refinery,PSLA8,Distillation,Pipestills 8 Atmospheric,CDU,2033,2033-02-01,2033-03-21,PS8 S/D,North America
Baton Rouge Refinery,SRLA,Gas Processing,Sulfur Recovery 200,Other,2033,2033-05-03,2033-06-14,SRLA-400,North America
Baton Rouge Refinery,SRLA,Gas Processing,Sulfur Recovery 200,Other,2034,2034-05-02,2034-05-31,SRLA-100,North America
Baton Rouge Refinery,PCLA-3,Cracking,FCC,FCC,2034,2034-09-01,2034-10-13,PCLA-3 s/d,North America
Baton Rouge Refinery,PSLA9,Distillation,Pipestills 9 Atmospheric,CDU,2035,2035-02-01,2035-03-03,PSLA-9 s/d,North America
Baton Rouge Refinery,HULA,Hydroprocessing,Hydrofiner Unit,Hydrotreater,2035,2035-05-01,2035-05-24,HULA R-801,North America
Baton Rouge Refinery,HHLA-S,Hydroprocessing,HYDT,Hydrotreater,2035,2035-09-11,2035-10-04,35Q3 HHLA-S,North America
Baton Rouge Refinery,WCKR,Coking,West Coker,Coker,2035,2035-09-14,2035-10-14,WCK S/D,North America
Baton Rouge Refinery,HHLA-E,Hydroprocessing,HYDT,Hydrotreater,2035,2035-10-16,2035-11-13,35Q4 HHLA-E,North America
Joliet Refinery,CHD,Hydroprocessing,DHYT,Hydrotreater,2026,2026-04-05,2026-04-19,2Q26 Joliet Shutdown,North America
Joliet Refinery,COKER,Coking,DC,Coker,2026,2026-04-05,2026-04-30,2Q26 Joliet Shutdown,North America
Joliet Refinery,CRD,Distillation,Atmospheric Distillation,CDU,2026,2026-04-05,2026-04-25,2Q26 Joliet Shutdown,North America
Joliet Refinery,CRD,Distillation,Vacuum Distillation,CDU,2026,2026-04-05,2026-04-25,2Q26 Joliet Shutdown,North America
Joliet Refinery,FCC,Cracking,Fluid Catalytic Cracking,FCC,2026,2026-04-05,2026-04-19,2Q26 Joliet Shutdown,North America
Joliet Refinery,FT Cogen,Utilities,COGEN,Other,2026,2026-04-05,2026-04-15,2Q26 Joliet Shutdown,North America
Joliet Refinery,HDF,Hydroprocessing,HYDT,Hydrotreater,2026,2026-04-05,2026-04-17,2Q26 Joliet Shutdown,North America
Joliet Refinery,WET GAS SCRUBBER,Miscellaneous,OTHER,Other,2026,2026-04-05,2026-05-05,2Q26 Joliet Shutdown,North America
Joliet Refinery,FT Cogen,Utilities,COGEN,Other,2027,2027-09-01,2027-09-22,3Q27 Joliet Shutdown,North America
Joliet Refinery,WET GAS SCRUBBER,Miscellaneous,OTHER,Other,2029,2029-08-31,2029-09-21,3Q29 Joliet Slowdown,North America
Joliet Refinery,ALKY,Alkylation,Alkylation,Other,2030,2030-03-31,2030-05-17,2Q30 Joliet Shutdown,North America
Joliet Refinery,CHD,Hydroprocessing,DHYT,Hydrotreater,2030,2030-03-31,2030-05-12,2Q30 Joliet Shutdown,North America
Joliet Refinery,COKER,Coking,DC,Coker,2030,2030-03-31,2030-05-02,2Q30 Joliet Shutdown,North America
Joliet Refinery,CRD,Distillation,Atmospheric Distillation,CDU,2030,2030-03-31,2030-05-05,2Q30 Joliet Shutdown,North America
Joliet Refinery,CRD,Distillation,Vacuum Distillation,CDU,2030,2030-03-31,2030-05-05,2Q30 Joliet Shutdown,North America
Joliet Refinery,FCC,Cracking,Fluid Catalytic Cracking,FCC,2030,2030-03-31,2030-05-13,2Q30 Joliet Shutdown,North America
Joliet Refinery,FT Cogen,Utilities,COGEN,Other,2030,2030-03-31,2030-04-06,2Q30 Joliet Shutdown,North America
Joliet Refinery,HDF,Hydroprocessing,HYDT,Hydrotreater,2030,2030-03-31,2030-05-12,2Q30 Joliet Shutdown,North America
Joliet Refinery,NSRU,Gas Processing,North Amine Regenerator,Other,2030,2030-03-31,2030-05-03,2Q30 Joliet Shutdown,North America
Joliet Refinery,PRETREATER,Hydroprocessing,HYDT,Hydrotreater,2030,2030-03-31,2030-05-02,2Q30 Joliet Shutdown,North America
Joliet Refinery,REFORMER,Reforming,CCR,Reformer,2030,2030-03-31,2030-05-02,2Q30 Joliet Shutdown,North America
Joliet Refinery,SGP,Gas Processing,Saturated Gas,Other,2030,2030-03-31,2030-04-27,2Q30 Joliet Shutdown,North America
Joliet Refinery,SHU,Hydroprocessing,Selective Hydrogenation,Hydrotreater,2030,2030-03-31,2030-05-12,2Q30 Joliet Shutdown,North America
Joliet Refinery,"SULFUR, EAST",Gas Processing,SRU/TRU,Other,2030,2030-03-31,2030-04-25,2Q30 Joliet Shutdown,North America
Joliet Refinery,"SULFUR, NORTH",Gas Processing,SRU/TRU,Other,2030,2030-03-31,2030-04-25,2Q30 Joliet Shutdown,North America
Joliet Refinery,"SULFUR, WEST",Gas Processing,SRU/TRU,Other,2030,2030-03-31,2030-04-25,2Q30 Joliet Shutdown,North America
Joliet Refinery,"TAIL GAS, NORTH",Gas Processing,SRU/TRU,Other,2030,2030-03-31,2030-04-25,2Q30 Joliet Shutdown,North America
Joliet Refinery,"TAIL GAS, SOUTH",Gas Processing,SRU/TRU,Other,2030,2030-03-31,2030-04-25,2Q30 Joliet Shutdown,North America
Joliet Refinery,USGP,Gas Processing,Unsaturated Gas Plant,Other,2030,2030-03-31,2030-05-06,2Q30 Joliet Shutdown,North America
Joliet Refinery,UTL,Utilities,Sour Water Stripper,Other,2030,2030-03-31,2030-05-06,2Q30 Joliet Shutdown,North America
Joliet Refinery,FT Cogen,Utilities,COGEN,Other,2033,2033-09-01,2033-09-22,3Q33 Joliet Shutdown,North America
Strathcona Refinery,AL,Offsites,Alkylation,Other,2026,2026-04-06,2026-05-19,2Q26 Strathcona  Slowdown,North America
Strathcona Refinery,CHIP,Hydroprocessing,CHIP SCANFiner,Hydrotreater,2026,2026-04-06,2026-05-19,2Q26 Strathcona  Slowdown,North America
Strathcona Refinery,FCC,Cracking,Fluid Catalytic Cracker,FCC,2026,2026-04-06,2026-05-19,2Q26 Strathcona  Slowdown,North America
Strathcona Refinery,AM,Gas Processing,Amine,Other,2026,2026-09-01,2026-09-11,3Q26 Strathcona Shutdown,North America
Strathcona Refinery,AL,Offsites,Alkylation,Other,2031,2031-03-30,2031-05-04,2Q31 Strathcona Slowdown,North America
Strathcona Refinery,CHIP,Hydroprocessing,CHIP SCANFiner,Hydrotreater,2031,2031-03-30,2031-05-04,2Q31 Strathcona Slowdown,North America
Strathcona Refinery,FCC,Cracking,Fluid Catalytic Cracker,FCC,2031,2031-03-30,2031-05-04,2Q31 Strathcona Slowdown,North America
Strathcona Refinery,AL,Offsites,Alkylation,Other,2035,2035-04-01,2035-05-21,2Q35 Strathcona Shutdown,North America
Strathcona Refinery,CHIP,Hydroprocessing,CHIP SCANFiner,Hydrotreater,2035,2035-04-01,2035-05-21,2Q35 Strathcona Shutdown,North America
Strathcona Refinery,COB,Utilities,,Other,2035,2035-04-01,2035-05-21,2Q35 Strathcona Shutdown,North America
Strathcona Refinery,FCC,Cracking,Fluid Catalytic Cracker,FCC,2035,2035-04-01,2035-05-21,2Q35 Strathcona Shutdown,North America
Strathcona Refinery,AF,Distillation,Atmospheric pre_Flash,CDU,2035,2035-04-01,2035-05-21,2Q35 Strathcona Slowdown,North America
Strathcona Refinery,AP,Distillation,Atmospheric Pipestill,CDU,2035,2035-04-01,2035-05-21,2Q35 Strathcona Slowdown,North America
Strathcona Refinery,NHIE,Hydroprocessing,HYDT,Hydrotreater,2035,2035-04-01,2035-05-21,2Q35 Strathcona Slowdown,North America
Strathcona Refinery,RHIP,Hydroprocessing,Refined Oil Hydrotreater,Hydrotreater,2035,2035-04-01,2035-05-21,2Q35 Strathcona Slowdown,North America
Strathcona Refinery,AM,Gas Processing,Amine,Other,2035,2035-09-01,2035-09-13,3Q35 Strathcona Shutdown,North America
Beaumont Complex,CUC,Distillation,Crude C,Other,2028,2028-04-10,2028-05-10,28 CUC Outage 2Q,North America
Beaumont Complex,LoVis,Synthetics,,Other,2028,2028-04-01,2028-04-30,28 C&S LoVis Synthetics,North America
Beaumont Complex,BMCP Paraxylene,,Paraxylene,Other,2028,2028-02-14,2028-03-15,28 Paraxylene - 1Q,North America
Beaumont Complex,CUC,Distillation,Crude C,Other,2035,2035-10-01,2035-10-31,35 CUC Outage,North America
